page	claim	claim_label	tags	claim_source_domain	claim_source_url	date
http://www.politifact.com/truth-o-meter/statements/2017/mar/23/mike-pence/discussing-health-care-mike-pence-wrong-about/	"Says President Donald Trump’s proposal to allow Americans to buy health insurance across state lines would make it the same as ""the way you buy car insurance"" today."	false	['Government regulation', 'Health Care']			2017/03/23
http://www.politifact.com/punditfact/statements/2017/mar/23/blog-posting/former-first-grandma-marian-robinson-caught-anothe/	"Says ""(Barack) Obama’s mother-in-law charged with larceny and fraud."""	pants on fire!	['Fake news']	http://thelastlineofdefense.org/	http://thelastlineofdefense.org/breaking-obamas-mother-in-law-charged-with-larceny-and-fraud/	2017/03/23
http://www.politifact.com/truth-o-meter/statements/2017/mar/22/sean-spicer/sean-spicers-false-claim-paul-manafort-played-mino/	"Says Paul Manafort ""played a very limited role"" in the Trump presidential campaign."	false	['Elections']	https://www.whitehouse.gov/	https://www.whitehouse.gov/the-press-office/2017/03/20/press-briefing-press-secretary-sean-spicer-3202017	2017/03/22
http://www.politifact.com/truth-o-meter/statements/2017/mar/22/chris-murphy/house-gop-health-care-bill-would-cause-14-million-/	"""In year No. 1, 14 million Americans lose coverage,"" according to the CBO. "	mostly true	['Health Care']	http://www.cq.com/	http://www.cq.com/doc/newsmakertranscripts-5063314?10	2017/03/22
http://www.politifact.com/truth-o-meter/statements/2017/mar/22/donald-trump/trump-says-illegal-immigration-down-61-percent-ele/	"""Since the day of my election, we've already cut illegal immigration at the southern border by 61 percent."""	mostly true	['Homeland Security', 'Immigration']	https://www.whitehouse.gov/	https://www.whitehouse.gov/the-press-office/2017/03/20/remarks-president-trump-make-america-great-again-rally-louisville-ky	2017/03/22
http://www.politifact.com/truth-o-meter/statements/2017/mar/21/patrick-leahy/leahy-eb-5-visas/	"Wealthy foreigners can obtain visas through a special program, but only a small number ""invest in true high-unemployment areas. Almost every other EB-5 project uses gerrymandering to qualify as distressed."""	mostly true	['Immigration']			2017/03/21
http://www.politifact.com/wisconsin/statements/2017/mar/21/mark-pocan/americas-wealthiest-get-600-billion-tax-breaks-rep/	"Under ""Trumpcare,"" the Republican replacement for Obamacare, ""$600 billion worth of tax breaks will go to the wealthiest in this country.""   "	half-true	['Health Care', 'Income', 'Taxes', 'Wealth']			2017/03/21
http://www.politifact.com/punditfact/statements/2017/mar/21/blog-posting/fake-quote-tom-price-did-not-tell-cancer-patients-/	"Says U.S. Health and Human Services Secretary Tom Price said, ""It’s better for our budget if cancer patients die more quickly."""	pants on fire!	['Fake news']	http://uspoln.com/	http://uspoln.com/2017/03/17/tom-price-better-budget-cancer-patients-die-quickly/	2017/03/21
http://www.politifact.com/truth-o-meter/statements/2017/mar/21/mick-mulvaney/wh-budget-chief-wrongly-claims-afterschool-program/	"""There's no demonstrable evidence they (after-school programs that feed kids) are helping kids do better at school."" "	mostly false	['Education', 'Federal Budget', 'Food']			2017/03/21
http://www.politifact.com/global-news/statements/2017/mar/21/david-perdue/sen-perdue-touts-us-power-program-africa/	"""USAID put $8 billion up and attracted more than $45 billion in a public-private partnership called Power Africa."""	mostly true	['Energy', 'Foreign Policy']	https://www.mcc.gov/	https://www.mcc.gov/initiatives/initiative/power-africa	2017/03/21
http://www.politifact.com/florida/statements/2017/mar/20/philip-levine/does-airbnb-decrease-housing-values-and-increase-w/	"Says Airbnb ""decreases real estate values and increases costs for workforce housing."""	mostly false	['City Government', 'Housing']	http://www.sunshinestatenews.com/	http://www.sunshinestatenews.com/story/philip-levine-miami-beach-squeezing-out-competition-airbnb-fines	2017/03/20
http://www.politifact.com/truth-o-meter/statements/2017/mar/20/devin-nunes/devin-nunes-oversimplifies-timeline-obama-reset-ru/	"""In recent years ... the Obama administration was committed to the notion, against all evidence, that we could reset relations with Putin."""	half-true	['Foreign Policy']	https://www.washingtonpost.com/	https://www.washingtonpost.com/news/post-politics/wp/2017/03/20/full-transcript-fbi-director-james-comey-testifies-on-russian-interference-in-2016-election/?hpid=hp_rhp-top-table-main_transcript-1230p%3Ahomepage%2Fstory&utm_term=.1db46078684c	2017/03/20
http://www.politifact.com/truth-o-meter/statements/2017/mar/20/donald-trump/trumps-false-tweet-nsa-fbi-said-russia-did-not-inf/	"""The NSA and FBI tell Congress that Russia did not influence electoral process."""	false	['Elections', 'Homeland Security']	https://www.c-span.org/	https://www.c-span.org/video/?425087-1/fbi-director-says-hes-investigating-links-trump-campaign-russia&live&vod&start=15542	2017/03/20
http://www.politifact.com/missouri/statements/2017/mar/20/vicky-hartzler/rep-vicky-hartzler-underestimated-lack-high-speed-/	"""Roughly one-fourth of rural Missourians are unable to purchase high-speed internet, which puts them at a disadvantage in everything from education to entertainment to health care."""	half-true	['Technology']			2017/03/20
http://www.politifact.com/georgia/statements/2017/mar/20/jack-kingston/did-cbo-exist-1964-no/	"""I remember years ago looking at a CBO report that in 1964 predicted that Medicare would cost $9 billion 10 years later. And I think it was already over $100 billion at that point."""	false	['Congress', 'Federal Budget', 'Health Care']	https://www.cbo.gov/	https://www.cbo.gov/about/history	2017/03/20
http://www.politifact.com/truth-o-meter/statements/2017/mar/19/donald-trump/fact-check-donald-trump-says-germany-owes-vast-sum/	"""Germany owes ... vast sums of money to NATO & the United States must be paid more for the powerful, and very expensive, defense it provides to Germany!"""	false	['Foreign Policy', 'Military']			2017/03/19
http://www.politifact.com/missouri/statements/2017/mar/17/claire-mccaskill/sen-mccaskill-right-about-small-business-job-creat/	"Small businesses ""create two out of every three American jobs."""	true	['Economy', 'Jobs', 'Small Business']	https://www.sba.gov/	https://www.sba.gov/sites/default/files/March_April_2016_FINAL_508_compliant.pdf	2017/03/17
http://www.politifact.com/new-york/statements/2017/mar/17/andrew-cuomo/cuomos-budget-does-not-include-new-tax-cuts/	"The proposed state budget contains ""an additional tax cut for the middle class."""	mostly false	['State Budget', 'Taxes']			2017/03/17
http://www.politifact.com/california/statements/2017/mar/17/arnold-schwarzenegger/true-nothing-inflated-schwarzneggers-claim-average/	"""The average margin of victory in the House of Representatives was 37%"" for Democrats and Republicans in the 2016 election."	true	['Congress', 'Elections', 'Redistricting']			2017/03/17
http://www.politifact.com/wisconsin/statements/2017/mar/17/dave-hansen/attacking-republicans-democratic-state-senator-say/	"Wisconsin is ""the most -- if not Number 1, number 2 -- gerrymandered state in the country"" for state legislative boundaries."	mostly true	['Elections', 'Legal Issues', 'Population', 'Redistricting']			2017/03/17
http://www.politifact.com/texas/statements/2017/mar/16/coalition-public-schools-coalition-public-schools/public-school-advocates-say-no-voucher-legislati/	"""Texas legislators have filed voucher proposals in every legislative session since 1995, but all of them have failed to become law."""	true	['Education']			2017/03/16
http://www.politifact.com/north-carolina/statements/2017/mar/16/phil-berger/north-carolina-teacher-pay-has-been-rising-not-nea/	"Says Republican legislators in North Carolina raised the average teacher's pay ""by more than 15 percent in just three years."""	mostly false	['Corrections and Updates', 'Education', 'State Budget', 'State Finances']	http://www.newsobserver.com/	http://www.newsobserver.com/news/politics-government/state-politics/article138349148.html	2017/03/16
http://www.politifact.com/florida/statements/2017/mar/16/hannah-willard/do-40-gun-sales-lack-background-checks-new-data-sa/	"""Experts estimate that 40 percent of gun sales occur in no-questions-asked transactions that often take place at gun shows or on the Internet."""	false	['Guns']	http://www.bradycampaign.org/	http://www.bradycampaign.org/our-impact/campaigns/background-checks	2017/03/16
http://www.politifact.com/texas/statements/2017/mar/16/will-herring/feral-hog-meat-businessman-says-there-are-no-publi/	"""There’s not one public study, and by public study I mean a study available to the public, that has looked at using the product Kaput to poison feral hogs."""	mostly true	['Animals', 'Environment']	http://www.expressnews.com/	http://www.expressnews.com/business/local/article/Judge-puts-Miller-s-hog-apocalypse-on-hold-10980919.php?t=8be2ed819acf5e59df&cmpid=twitter-premium	2017/03/16
http://www.politifact.com/illinois/statements/2017/mar/16/peter-roskam/rep-roskam-gdp-growth-obama/	"""The past (Obama) administration was the first administration that never had a whole year of 3 percent growth."""	mostly true	['Economy']			2017/03/16
http://www.politifact.com/truth-o-meter/statements/2017/mar/16/donald-trump/donald-trump-says-he-learned-obama-tapped-his-phon/	"Says ""the New York Times wrote about"" Barack Obama wiretapping Donald Trump during the election. "	false	['Homeland Security']			2017/03/16
http://www.politifact.com/truth-o-meter/statements/2017/mar/16/luis-gutierrez/rep-gutierrez-says-hundreds-republican-amendments-/	"""2009-2010, let's remember, hundreds of Republican amendments were adopted in the ACA."""	half-true	['Bipartisanship', 'Congress', 'Health Care']	http://voices.washingtonpost.com/	http://voices.washingtonpost.com/ezra-klein/2010/02/five_compronises_in_health_car.html	2017/03/16
http://www.politifact.com/florida/statements/2017/mar/16/dennis-baxley/did-floridas-stand-your-ground-law-reduce-violent-/	"""What has happened since 2005? We’ve seen violent crime continuously go down"" due to Florida's ""stand your ground"" law."	mostly false	['Crime', 'Criminal Justice', 'Guns']			2017/03/16
http://www.politifact.com/pennsylvania/statements/2017/mar/16/seth-williams/tracking-district-attorney-seth-williams-shifting-/	On whether or not the Philadelphia DA's office will recommend the possibility of parole for all juvenile lifers.	full flop	['Criminal Justice']	http://www.philly.com/	http://www.philly.com/philly/news/Philadelphia-District-Attorney-Seth-Williams-juvenile-lifers-resentencings-life-without-parole.html 	2017/03/16
http://www.politifact.com/florida/statements/2017/mar/15/kathleen-sebelius/florida-blue-ended-2016-1-million-members-obamacar/	"Blue Cross Blue Shield ended ""2016 open enrollment with 1 million members in the Florida marketplace."""	mostly true	['Health Care']			2017/03/15
http://www.politifact.com/florida/statements/2017/mar/15/florida-conference-catholic-bishops/being-united-states-unlawfully-crime/	"""Unlawful presence (in the United States) is not a crime."""	mostly true	['Immigration', 'Legal Issues']			2017/03/15
http://www.politifact.com/florida/statements/2017/mar/14/patricia-farley/taking-closer-look-florida-democrats-claims-about-/	"""A woman working full-time is paid 79 to 80 cents for every dollar a man is paid, and it's even less for women of color, and on average $11,000 per year is lost simply because she isn't a man."""	mostly true	['Jobs']			2017/03/14
http://www.politifact.com/florida/statements/2017/mar/14/rosemary-laird/do-half-million-people-florida-have-alzheimers-dis/	"""Currently, half a million Floridians have Alzheimer’s disease, and in less than 10 years, a 40 percent growth rate means that another 200,000 Floridians will develop this devastating illness."""	mostly true	['Disability', 'Health Care', 'Retirement']	http://www.alz.org/	http://www.alz.org/documents_custom/2017-facts-and-figures.pdf	2017/03/14
http://www.politifact.com/truth-o-meter/statements/2017/mar/14/mick-mulvaney/mick-mulvaneys-misleading-claim-house-gop-health-c/	"The House Republican health care ""plan doesn't get rid of Medicaid expansion."""	mostly false	['Health Care', 'Medicaid', 'Public Health']	https://assets.documentcloud.org/	https://assets.documentcloud.org/documents/3516452/CBO-Health-Care-Cost-Estimates.pdf	2017/03/14
http://www.politifact.com/truth-o-meter/statements/2017/mar/14/donald-trump/trump-says-after-executive-orders-illegal-immigrat/	"""In the first full month of my administration following the issuance of my executive orders, illegal immigration on our southern border fell by an unprecedented 40 percent."""	mostly true	['Homeland Security', 'Immigration']	https://www.whitehouse.gov/	https://www.whitehouse.gov/the-press-office/2017/03/13/remarks-president-trump-first-cabinet-meeting	2017/03/14
http://www.politifact.com/wisconsin/statements/2017/mar/14/paul-ryan/paul-ryans-partially-accurate-claim-republican-rep/	"A report from the nonpartisan Congressional Budget Office ""confirms that the American Health Care Act will lower premiums."""	half-true	['Corporations', 'Federal Budget', 'Health Care', 'Medicaid']	https://www.wispolitics.com/	https://www.wispolitics.com/2017/speaker-ryan-statement-on-american-health-care-act-cbo-score/	2017/03/14
http://www.politifact.com/pennsylvania/statements/2017/mar/14/mike-kelly/western-pa-congressman-backs-strange-obama-shadow-/	He’s only there for one purpose and one purpose only, and that is to run a shadow government that is gonna totally upset the new agenda.	pants on fire!	['Legal Issues']			2017/03/14
http://www.politifact.com/truth-o-meter/statements/2017/mar/14/wayne-lapierre/are-mexican-drug-cartels-working-100000-street-gan/	"""According to the FBI, Mexican drug cartels are working with 100,000 street gang members in Chicago alone."""	half-true	['Crime', 'Drugs', 'Guns', 'Homeland Security']			2017/03/14
http://www.politifact.com/truth-o-meter/statements/2017/mar/13/donald-trump/donald-trump-one-third-counties-have-only-one-insu/	"""One-third of the counties — think of it, one-third — only have one insurer left"" on the Affordable Care Act exchanges."	true	['Health Care']	https://www.whitehouse.gov/	https://www.whitehouse.gov/the-press-office/2017/03/13/remarks-president-trump-listening-session-healthcare	2017/03/13
http://www.politifact.com/global-news/statements/2017/mar/13/keith-ellison/ellison-says-travel-ban-will-hurt-somalis-fleeing-/	"Says President Donald Trump's travel ban could ban Somalis ""from getting relief (from famine) through coming to the United States."" "	mostly false	['Foreign Policy', 'Hunger', 'Immigration']	http://www.msnbc.com/	http://www.msnbc.com/morning-joe/watch/trump-immigration-list-both-irrational-and-mean-ellison-891983939586	2017/03/13
http://www.politifact.com/punditfact/statements/2017/mar/13/blog-posting/story-missouri-girl-accused-trying-eat-toddler-she/	"""Babysitter on crystal meth eats 3-month-old baby."" "	pants on fire!	['Fake news']			2017/03/13
http://www.politifact.com/punditfact/statements/2017/mar/13/blog-posting/it-trap-story-fbi-issued-warrant-obama-trump-wiret/	"""FBI issues Warrant For Obama’s Arrest After Confirming Illegal Trump Tower Wiretap."""	pants on fire!	['Fake news']	http://www.redcountry.us/	http://www.redcountry.us/breaking-fbi-issues-warrant-for-obamas-arrest-after-confirming-illegal-trump-tower-wiretap/	2017/03/13
http://www.politifact.com/pennsylvania/statements/2017/mar/13/jeffrey-brown/did-shoprite-owner-say-philly-soda-tax-would-mean-/	"ShopRite will lose about 300 employees ""voluntarily and through layoffs"" due to the beverage tax."	half flip	['Taxes']			2017/03/13
http://www.politifact.com/wisconsin/statements/2017/mar/13/tammy-baldwin/would-trumpcare-gop-replacement-obamacare-allow-in/	"""‘TrumpCare’ would allow insurance execs to personally make millions off your health care."""	mostly false	['Corporations', 'Health Care', 'Income', 'Taxes']			2017/03/13
http://www.politifact.com/truth-o-meter/statements/2017/mar/12/tom-price/tom-price-undercounts-obamacare-impact-getting-mor/	"""The number of individuals who actually got coverage through the exchange who didn't have coverage before, or who weren't eligible for Medicaid before is relatively small. So we've turned things upside down completely for 3 million, or 4 million, or 5 million individuals."""	false	['Health Care']	http://www.commonwealthfund.org/	http://www.commonwealthfund.org/about-us/experts/glied-sherry-a	2017/03/12
http://www.politifact.com/truth-o-meter/statements/2017/mar/12/mick-mulvaney/fact-checking-white-house-attack-nonpartisan-cbos-/	"""If the CBO was right about Obamacare to begin with, there'd be 8 million more people on Obamacare today than there actually are. … Sometimes we ask them to do stuff that they're not capable of doing."""	half-true	['Health Care']			2017/03/12
http://www.politifact.com/missouri/statements/2017/mar/12/caleb-rowden/rowden-mostly-right-about-medicaid-costs/	"""And this would be the first year, if everything holds true, we will spend over $10 billion of our state budget on Medicaid out of the $28 billion budget."""	mostly true	['Health Care', 'Medicaid', 'Public Health']			2017/03/12
http://www.politifact.com/texas/statements/2017/mar/10/donna-howard/donna-howard-says-condoms-used-be-tax-exempt-texas/	"Says condoms ""used to be tax-exempt here in Texas."""	true	['Health Care', 'Sexuality', 'Taxes']			2017/03/10
http://www.politifact.com/truth-o-meter/statements/2017/mar/10/tom-price/hhs-chief-tom-price-correct-er-use-obamacare/	"The Obama administration said ""they were going to be able to drive folks away from one of the most expensive areas for the provision of health care, and that is the emergency rooms. In fact, they did just the opposite."""	mostly true	['Health Care']	http://www.cq.com/	http://www.cq.com/doc/newsmakertranscripts-5055722?8	2017/03/10
http://www.politifact.com/truth-o-meter/statements/2017/mar/10/scott-pruitt/epa-head-scott-pruitt-says-carbon-dioxide-not-prim/	"Carbon dioxide is not ""a primary contributor to the global warming that we see."""	false	['Climate Change', 'Energy']	http://www.cnbc.com/	http://www.cnbc.com/2017/03/09/epa-chief-scott-pruitt.html	2017/03/10
http://www.politifact.com/california/statements/2017/mar/10/gavin-newsom/debate-over-iphone-vs-health-care-costs-gavin-news/	"""Cost of iPhone: $399- Cost of healthcare for 1 year: $10,345- Hearing @jasoninthehouse compare the 2 as if they are the same: priceless"""	mostly true	"['Health Care', 'Technology', ""The 2018 California Governor's Race""]"			2017/03/10
http://www.politifact.com/wisconsin/statements/2017/mar/10/tony-evers/tony-evers-says-graduation-rates-surpass-90-percen/	"""Wisconsin’s graduation rates have grown to over 90 percent"" since Tony Evers became state school superintendent."	mostly false	['Education']			2017/03/10
http://www.politifact.com/illinois/statements/2017/mar/09/bruce-rauner/rauners-budget-balancing-claim-doesnt-add/	"Says he presented ""a balanced budget."""	pants on fire!	['State Budget']			2017/03/09
http://www.politifact.com/truth-o-meter/statements/2017/mar/09/bernie-s/sanders-gop-health-care-plan-gives-wealthiest-275-/	"The GOP health care plan gives ""$275 billion in tax breaks for the top 2 percent, people earning $250,000 a year or more."" "	mostly true	['Health Care', 'Taxes']	http://www.cq.com/	http://www.cq.com/doc/newsmakertranscripts-5057703?21	2017/03/09
http://www.politifact.com/florida/statements/2017/mar/09/bill-nelson/did-sen-bill-nelson-flip-flop-use-filibuster-supre/	On filibusters for U.S. Supreme Court nominees.	no flip	['Supreme Court']	http://arsquared.org/	http://arsquared.org/flip-flop-fact-check-sen-nelsons-filibuster-falsehood/	2017/03/09
http://www.politifact.com/punditfact/statements/2017/mar/09/blog-posting/image-obama-handcuffs-wiretapping-trump-fake-photo/	"A photo shows ""Obama being dragged before a judge in handcuffs for wiretapping Trump."""	pants on fire!	['Fake news']	http://conservativeflashnews.com/	http://conservativeflashnews.com/breaking-leaked-picture-obama-dragged-judge-handcuffs-wiretapping-trump/	2017/03/09
http://www.politifact.com/truth-o-meter/statements/2017/mar/08/greg-walden/are-americans-gaming-system-get-cheaper-obamacare-/	"Under the Affordable Care Act, ""some people were gaming the system"" by paying ""for nine months of insurance, get 12 -- the other three for free."""	mostly false	['Health Care']	http://www.cq.com/	http://www.cq.com/doc/newsmakertranscripts-5055592?4	2017/03/08
http://www.politifact.com/florida/statements/2017/mar/08/rick-scott/florida-only-place-state-nation-tax-commercial-lea/	"""Florida is now the only state in the nation to tax commercial leases."""	true	['Taxes']			2017/03/08
http://www.politifact.com/new-york/statements/2017/mar/08/bill-de-blasio/who-led-way-15-minimum-wage-new-york/	"""We raised the minimum wage to $15 first in city government. Now, working together with people in Albany, it's the law of the state."""	half-true	['Economy', 'Labor']			2017/03/08
http://www.politifact.com/truth-o-meter/statements/2017/mar/08/nancy-pelosi/nancy-pelosi-says-donald-trumps-child-care-proposa/	"Says 70 percent of benefits in Donald Trump’s proposal for child care ""go to the people making over $100,000 a year."""	true	['Children', 'Taxes']	http://www.taxpolicycenter.org/	http://www.taxpolicycenter.org/sites/default/files/publication/138781/2001170-who-benefits-from-president-trumps-child-care-proposals.pdf	2017/03/08
http://www.politifact.com/global-news/statements/2017/mar/08/raj-shah/yes-most-us-foreign-aid-flows-through-us-organizat/	"""Most U.S. foreign assistance ... is given to U.S. companies and nonprofits in the form of contracts and grants."" "	true	['Federal Budget', 'Foreign Policy']			2017/03/08
http://www.politifact.com/wisconsin/statements/2017/mar/08/mark-pocan/russian-officials-went-back-door-trump-tower-meet-/	"""The son-in-law of the president met with Russian officials at the Trump Tower after having them come in the back door."""	mostly true	['Elections', 'Ethics', 'Foreign Policy', 'Legal Issues']	http://wpt.org/	http://wpt.org/here-and-now/first-look-pocan-trump-address-relationship-russia	2017/03/08
http://www.politifact.com/north-carolina/statements/2017/mar/07/dan-forest/hb2-has-cost-north-carolina-hundreds-millions-doll/	"Says HB2 has hurt North Carolina’s economy by ""one-tenth of 1 percent of our annual GDP."""	true	['Economy', 'Gays and Lesbians', 'Jobs', 'State Finances', 'States']	http://www.wral.com/	http://www.wral.com/news/state/nccapitol/video/16569459/	2017/03/07
http://www.politifact.com/florida/statements/2017/mar/07/janet-cruz/how-much-does-florida-teacher-pay-lag-behind-natio/	"""Florida pays our teachers $10,000 a year less than the national average."""	mostly true	['Education', 'Jobs']	http://thefloridachannel.org/	http://thefloridachannel.org/videos/3717-state-state-democratic-response-house-minority-leader-janet-cruz/	2017/03/07
http://www.politifact.com/punditfact/statements/2017/mar/07/social-media/social-media-post-pending-gop-bills-largely-accura/	"""It's important to pay attention to the Russian spy drama, but let's not ignore the fact that the following (10) bills have been introduced"" in the House."	mostly true	['Abortion', 'Education', 'Environment', 'Foreign Policy', 'Health Care', 'Immigration', 'Workers']			2017/03/07
http://www.politifact.com/truth-o-meter/statements/2017/mar/07/donald-trump/donald-trump-wrongly-blames-barack-obama-former-gu/	"""122 vicious prisoners, released by the Obama Administration from Gitmo, have returned to the battlefield."""	mostly false	['Terrorism']	http://www.miamiherald.com/	http://www.miamiherald.com/news/nation-world/world/americas/guantanamo/article136873178.html#storylink=cpy	2017/03/07
http://www.politifact.com/punditfact/statements/2017/mar/07/undergroundnewsreportcom/whoopi-golberg-quote-about-navy-seal-widow-made/	"Says Whoopi Goldberg said the widow of a Navy SEAL was ""looking for attention."""	pants on fire!	['Fake news']	http://undergroundnewsreport.com/	http://undergroundnewsreport.com/the-truth/whoopi-goldberg-navy-seal-widow-looking-attention/	2017/03/07
http://www.politifact.com/wisconsin/statements/2017/mar/07/resistance-report/article-falsely-claims-ron-johnson-threatens-citiz/	"Says U.S. Sen. Ron Johnson ""threatens citizens with arrest if they continue asking for a town hall."""	pants on fire!	['Civil Rights', 'Crime', 'Polls and Public Opinion']	http://resistancereport.com/	http://resistancereport.com/politics/senator-citizen-arrest-town-hall/	2017/03/07
http://www.politifact.com/punditfact/statements/2017/mar/06/undergroundnewsreportcom/report-man-pardoned-obama-being-arrested-murder-fa/	"""Man pardoned by Obama three months ago arrested for murder."""	pants on fire!	['Fake news']			2017/03/06
http://www.politifact.com/punditfact/statements/2017/mar/06/blog-posting/bogus-claim-jimmy-carter-credits-marijuana-curing-/	"Says former president Jimmy Carter said, ""Medical marijuana cured my cancer."""	pants on fire!	['Fake news']			2017/03/06
http://www.politifact.com/new-york/statements/2017/mar/06/andrew-cuomo/cuomos-budget-includes-more-money-private-schools-/	"""I’ve given the religious schools in my budget more money than ever before in history."""	true	['Education']			2017/03/06
http://www.politifact.com/punditfact/statements/2017/mar/06/blog-posting/rats-rumors-tons-rodent-meat-passed-chicken-wings-/	"""300,000 pounds of rat meat sold as chicken wings across America."""	pants on fire!	['Fake news']			2017/03/06
http://www.politifact.com/california/statements/2017/mar/06/jeff-stone/has-violent-crime-been-rise-california-2011-and-di/	"""Since the passage of Proposition 47 by voters in 2014 and the signing of AB 109 in 2011, violent crime has been on the rise in California, up 12 percent in 2015 statewide according to the FBI."""	half-true	['Crime', 'Criminal Justice']			2017/03/06
http://www.politifact.com/truth-o-meter/statements/2017/mar/05/sarah-huckabee-sanders/why-white-houses-defense-trump-accusing-obama-wire/	"""Everybody acts like President Trump is the one that came up with this idea. ... There are multiple news outlets that have reported"" former President Barack Obama ordered wiretapping on Trump."	false	['Homeland Security']	https://www.washingtonpost.com/	https://www.washingtonpost.com/news/fact-checker/wp/2017/03/05/trumps-evidence-for-obama-wiretap-claims-relies-on-sketchy-anonymously-sourced-reports/?utm_term=.7543d9d2c684	2017/03/05
http://www.politifact.com/new-york/statements/2017/mar/04/sean-ryan/heres-where-refugees-settled-new-york-2016/	"""Just last year, over 5,000 refugees came to New York state, and 94 percent settled outside of New York City."""	true	['Immigration']			2017/03/04
http://www.politifact.com/punditfact/statements/2017/mar/03/theseattletribunecom/reports-donald-trumps-unsecured-android-phone-root/	"""Trump’s Android device believed to be source of recent White House leaks."""	pants on fire!	['Fake news']			2017/03/03
http://www.politifact.com/missouri/statements/2017/mar/03/eric-greitens/greitens-takes-crime-statistics-out-context/	"""Three of the 11 most violent cities in the U.S. are in Missouri — St. Louis, Kansas City, and Springfield."""	half-true	['Crime']			2017/03/03
http://www.politifact.com/global-news/statements/2017/mar/03/shenggen-fan/fuzzy-math-foreign-aid-and-trade/	"Every dollar of foreign aid for agricultural research ""will bring $4 in trade with the countries and the United States ... generating employment back in the U.S."" "	mostly false	['Food', 'Foreign Policy', 'Hunger']			2017/03/03
http://www.politifact.com/wisconsin/statements/2017/mar/03/kathleen-vinehout/are-kids-rural-wisconsin-crossing-condemned-bridge/	"Wisconsin children are crossing ""condemned bridges in the middle of the winter to get to the school bus."""	half-true	['Children', 'Education', 'Infrastructure', 'Public Safety', 'Transportation']			2017/03/03
http://www.politifact.com/truth-o-meter/statements/2017/mar/02/rand-paul/rand-paul-says-repealing-3-regulations-saved-milli/	"""We've repealed regulations for the first time in 20 years using the Congressional Review Act -- three regulations that were going to cost the economy hundreds of millions of dollars and tens of thousands of jobs."""	half-true	['Corrections and Updates', 'Environment', 'Government regulation', 'Regulation']	https://www.congress.gov/	https://www.congress.gov/bill/115th-congress/house-joint-resolution/38?q=%7B%22search%22%3A%5B%22%5C%22H.J.+Res.%5C%22%22%5D%7D&r=15	2017/03/02
http://www.politifact.com/truth-o-meter/statements/2017/mar/02/claire-mccaskill/claire-mccaskill-says-she-never-met-russian-ambass/	"""I’ve been on the Armed Services (Committee) for 10 years. No call or meeting w/ Russian ambassador. Ever."""	false	['Foreign Policy', 'Homeland Security']			2017/03/02
http://www.politifact.com/illinois/statements/2017/mar/02/susana-mendoza/mendoza-correct-about-state-spending-vehicles-inco/	"""The various offices of state government have purchased more than $11 million in vehicles, not counting leases, for use from the Governor on down during the last two years."""	mostly true	['State government spending ']			2017/03/02
http://www.politifact.com/punditfact/statements/2017/mar/02/blog-posting/trump-adviser-steve-bannon-did-not-say-its-ok-beat/	"Says White House adviser Steve Bannon said, ""Nobody can blame you for beating your wife if it’s out of love."""	pants on fire!	['Fake news']			2017/03/02
http://www.politifact.com/texas/statements/2017/mar/02/lois-kolkhorst/lois-kolkhorst-says-texas-bathroom-proposal-very-d/	"Says the proposed Texas Privacy Act ""is very different from"" North Carolina’s law ""in that theirs covers a whole list of things that the Texas Privacy Act does not."""	half-true	['Crime', 'Criminal Justice', 'Sexuality']			2017/03/02
http://www.politifact.com/punditfact/statements/2017/mar/02/blackinsurancenewscom/claims-former-nra-president-talked-about-owning-co/	"Says former NRA president Jim Porter said, ""It’s only a matter of time before we can own colored people again."""	pants on fire!	['Fake news']			2017/03/02
http://www.politifact.com/truth-o-meter/statements/2017/mar/02/donald-trump/trump-misleads-claim-about-terrorism-convictions-9/	"""According to data provided by the Department of Justice, the vast majority of individuals convicted of terrorism and terrorism-related offenses since 9/11 came here from outside of our country."""	mostly false	['Homeland Security', 'Immigration', 'Terrorism']			2017/03/02
http://www.politifact.com/truth-o-meter/statements/2017/mar/02/donald-trump/trump-exaggerates-economic-burden-export-tariffs-s/	"""Currently, when we ship products out of America, many other countries make us pay very high tariffs and taxes — but when foreign companies ship their products into America, we charge them nothing or almost nothing."""	half-true	['Trade']			2017/03/02
http://www.politifact.com/wisconsin/statements/2017/mar/02/citizen-action-wisconsin/group-falsely-claims-gop-sen-ron-johnson-sends-cea/	"Says ""people who come to"" their dissent actions ""get a ‘cease and desist’ letter"" from Ron Johnson's office."	false	['Civil Rights', 'Health Care', 'Polls and Public Opinion']			2017/03/02
http://www.politifact.com/missouri/statements/2017/mar/02/kip-kendrick/kendrick-mostly-right-about-reduced-corporate-tax-/	"""Corporate entities are paying a lot less taxes this year than they have in the past. Part of that is from a loophole in a bill that was passed in 2015."""	mostly true	['Regulation', 'State Budget', 'Taxes']	http://www.abc17news.com/	http://www.abc17news.com/news/state-rep-kip-kendrick-talks-2017-issues/282977194	2017/03/02
http://www.politifact.com/punditfact/statements/2017/mar/01/blog-posting/reports-falsely-accuse-democrats-refusing-stand-go/	"""Top Democrats refuse to stand for Gold Star widow."""	false	['Congress']	http://100percentfedup.com/	http://100percentfedup.com/horrible-top-democrats-refuse-to-stand-for-gold-star-widow-video/	2017/03/01
